id,description,ratingCategory
3739,"
Bottled in 2015, this expression from Arran distillery was matured in first-fill bourbon barrels. Ripe apple and tinned peaches on the early nose, icing sugar, a hint of mint, and soft toffee. Lively spices and pear drops on the palate, with vanilla and cocoa. The finish is medium in length, with a twist of lemon and cocoa powder.",0
4086,"
A venerable bottling from its proprietor, and there’s no doubt from the nose that you’re dealing with an ultra-mature whisky. Like going in to meet your aged grandfather who is sitting in his library surrounded by old books, with a little sunlight filtering through the drapes. In time, there’s dried peach and envelope gum. The palate is wooded and concentrated, but it is dry and lacking in the required energy. Water stirs it into life, but kills the flavor. £450",0
182,"
The sixth and last bottling from the Legacy series. Legacy 6 is a marriage of six casks from 1965, 1970, and 1972. Soft and mellow on the nose and palate, with unbelievably restrained oak for such a mature whisky. Delicious notes of coconut, soothing vanilla, caramel custard, and banana cream, peppered with spice notes of cinnamon, mint, and teaberry that emerge on a soft finish that fades out gently. A fitting end to the Legacy series. I’m sad to see them go.",1
2016,"
A polished nose of red apple, cinnamon, caramels, and salted almonds makes for an enticing prospect on this showpiece dram. The taste exemplifies smoothness. The indulgent palate comprises dark cooked fruits, coffee, malty cocoa, sticky toffee pudding, fudge, and a fine line of orange. Roll it around the mouth: the integrated aged grains enable these select malts to achieve their full flavor potential. An exceptionally long finish has remnants of that toffee pudding and a well-sucked aniseed ball. Treat yourself.",1
2561,"
Style: Highland single malt scotch Color: Gold Aroma: Quite fruity (especially apples). Hint of honey and caramel with subtle background oak. Prickling alcohol before the addition of water. Palate: Smooth and mouth-coating. Nicely balanced. Delicately honeyed fruit notes up from, followed by oak and toffee, becoming dry and spicy with pleasant lingering oak. 
",1
4136,"
A combination of 6, 10, and 14 year old Longrow. I was concerned that there would be too much young whisky in here (like there was with the Springbank C.V. several years ago), but this isn’t the case. Youthful? Yes. Immature? No. A Longrow with an attitude. Creamy, sweeter vanilla notes up front, with kiln smoke, sea-soaked stone, tar, anise, chocolate fudge, and apricot. I would like to see more of the older whisky in here, because it leans towards the young side, but it is still a vibrant, enjoyable whisky. 
",0
2012,"
Sliced apple, fig rolls, hot chocolate powder, baked orange, seasoned oak, and a wisp of light smoke like a red glow from burning newspaper. It has a contented, unperturbed, insouciant character. Cinnamon toffee yields to sweeter notes, with vanilla, dried fruits, and baked peach, and then goes long on nutmeg under drifting smoke. The woodiest of Walkers, this concludes with cinnamon, nutmeg, clove, allspice, and a catch of smoke. (Travel Retail exclusive)",1
3131,"
Highly approachable, with soft, earthy peat on the nose, plus pineapple, honey, and vanilla. Warm leather, ashy peat, ripe pears, and discreet vanilla notes on the palate. Slightly thinner than the unpeated Classic. Relatively long in the finish, with peppery peat and ultimately, aniseed.",1
3637,"
A toasty and spicier interpretation of an 18 year old blend. Toffee, salted pecans, Dundee cake, and sultana aromas. A beautiful, thick texture replete with ripe red fruits, cardamom, fennel, and star anise. Caramels drift past on a river of spice, wreathed in a fine layer of smoke, then oak, mixed nuts, and cracker bread. The fruity sweetness is momentary and fleeting, leaving the front of the mouth loaded with spice.",1
1751,"
Finished in a rum cask. Gently sweet (caramel, vanilla cream, kiss of honey), with balancing fruit (lime, kiwi, green grape) and spice (white pepper, brine). Youthful (but not immature). Invigorating briny finish. I don’t know what kind of rum cask was used, but it comes across more like sugar cane juice-based rhum agricole than the molasses-based rums. Very nice! (A Park Avenue Liquor exclusive.) ",1
1413,"
Aromas of old books, ether, raspberries, and caramel, with some sharpness and muddiness. Sweet and malty, with maraschino cherries, it then develops a hot and vaguely bitter-sweetness, some dry barrel notes, mild spices, bananas, and shoe polish. The finish is slightly sweet and mildly fruity with a fleeting bitterness, some barrel notes, and pleasant, burning peppery spice. Not as lush as past releases or as tightly integrated. $90 CAD",1
2415,"
This is a handy core ingredient for many cocktails, combining single malts from Yamazaki and Hakushu with grain from Chita. Dying embers of burnt heather and aromas of sliced apples browning through careless neglect. A complex interplay between the smoky embers, roasted spices, tiger fruit, coriander, and whole peppercorn precedes a sweet taste of buttered popcorn, orchard fruit, and burnished orange, supported by increasingly provocative pepperiness. Quaffable and versatile.",1
2907,"
Earthiness and aromas of toffee apple, stewed fruit, ginger, allspice, walnuts, and dried figs sweep into a sweet, raisiny palate that also has flavors of candied nuts, semi-dark chocolate, dried fruit, caramel, and apples. Sweet, with almonds and chocolate on the finish—lots of tasty sherry flavors here, but an uncomplicated character. (Trader Joe’s)",1
2407,"
If you are a scotch drinker contemplating your first Japanese rice whisky purchase, this is the one. Dates, Christmas cake, glazed gammon, red cherry, and muted roasted spices show the quality of the cask. Raspberry coulis and cranberry make for a juicy palate that evolves into caramel, fudge, chili, and pepper. Spices rule the finish, the fruit fading quickly. A great introduction to Fukano single casks. (527 bottles)",1
3179,"
Oak-driven and tightly wound, with herbal licorice, beeswax, and dried peaches. There is a real outdoorsy quality here of forest floor, autumn leaves, and cut grass. But it feels somewhat tired and weary on the palate, then falls apart with the addition of water. Grab the older bottling (50% ABV). This release has dropped in both proof and quality.",1
3589,"
Super floral with bright lemon and yuzu, this beams with originality, as violet candies, rose petal, and pine forest join the fray. The mouthfeel has a satisfying oily texture and a slightly tart, bright citrus lift before the creamy sweetness settles in, nicely balanced with drying oak tannins.",1
3373,"
This Balblair vintage replaced the previous 1997 bottling, and maturation took place in a mix of bourbon barrels and sherry butts. The nose offers milk chocolate, candied ginger, caramel, honey, and musty oranges. Relatively dark fruits on the palate, with licorice, honey, and vanilla. A medium to long finish, spicy, with slight oakiness.",1
3514,"
The annual (albeit limited) Loch Gorm release allows you to chart Kilchoman’s development in sherry casks. Here, first-fill and refill sherry casks (oloroso to be precise) were used. The latter seem to have more of a say, as the distillery character is more apparent: sweet fruit, marine smoke, and clementine, before the golden raisin from the cask develops. The palate is smokier and also more overtly sherried. A bolder style, but very well balanced. Limited, so get in there ASAP.",1
4090,"
Finished in Madeira casks. An interesting contrast to the 15 year old. This one is more challenging than soothing (and quite dry too -- especially on the palate), with dominant red fruit (currant, raspberry, strawberry), plum, baked cinnamon apple, polished leather, bourbon, almonds, and just the hint of smoke and brine. Dry, resinous finish. An intense Laddie.",0
525,"
A single barrel offering to celebrate Distillery Manager Jim Rudtledge’s 40 years in the industry. Dry, botanical, and teasingly complex, with bright fruit, crisp spice, and complex oak. Its dryness is prevalent throughout-the maturity is evident-but never excessively so, and there’s always a soft interplay of honey and vanilla. A very elegant whiskey. 
",1
