id,author,description,price,ratingValue,pert_alcohol,category
1928,Gavin Smith,"This no age statement Talisker is one of the first “triple matured” (so-named) whiskies exclusive to Friends of The Classic Malts. Successive periods of aging occurred in refill casks, charred American oak hogsheads, and European oak refill casks. Ozone, fresh asphalt, dried fruits, and old leather on the nose. A big pepper hit in the mouth, backed by earthy peat, Elastoplast, vanilla, and citrus fruits. The pepper lasts right to the end in the long, steadily-drying, charcoal-fueled finish. £80",135.0,87,48.0,
1929,Gavin Smith,"A showcase of the wide range of Talisker’s characteristics. Very sweet fruits, vanilla, new leather, and a hint of brine on the nose. Smooth on the palate, with smoky dark berries, lively spices, and crème brûlée. Dark chocolate and slightly bitter tannins feature in the finish, along with ginger and very mild chili. (Travel Retail exclusive)",180.0,87,45.8,
1930,John Hansell,"Deep amber/chestnut/crimson color, suggesting a good dose of sherry cask aging, which the palate confirms. Syrupy notes of fruitcake, burnt fig, raisin, and beeswax are balanced by resinous oak, polished leather, roasted nuts, and dried spice on the finish. The 37 years of oak impact is balanced nicely by the sherry, even if both are a bit extreme for what is normally a more elegant dram.",240.0,87,46.7,1.0
1931,John Hansell,"Straw gold. Aromas of a sweet shop-vanilla, honey, marshmallow, and confectioner’s sugar. Light to medium body, and soft. Clean flavors, which are very malty and honeyed, with notes of marshmallow and vanilla. Gently sweet finish.",36.0,87,40.0,
1932,John Hansell,"Fuller in body, deeper and more complex than the 12 year old (as would be expected). Sweeter fruits (honey-laced citrus, lemon gum drops, and ripe peach) and rum notes marry nicely with dried spice (cinnamon, vanilla, ginger). Calming finish. An intelligent use of sherry cask aging.",60.0,87,43.0,1.0
1933,John Hansell,"Bold and spicy, but with enough backbone to handle it. Surely the most intense of the bunch overall. (The 25 year old is dry on the palate -- especially on the finish -- but the 30 year old challenges you the throughout.) There’s plenty of oak here, imparting leather, resin, and dried spice notes (cinnamon, clove, vanilla), but it is rescued by sherried fruit, honeyed citrus, and toffee. A powerful dram.",400.0,87,49.3,1.0
1934,Gavin Smith,"This veteran example of Tomatin was distilled in November 1967 and matured for 45 years in refill butt #9315. The outturn was
175 bottles. Uncompromising dark sherry and treacle notes on the fruity nose, along with gunpowder tea. Big, old sherry notes on the full palate, with raisins, sultanas, and a sprinkling of black pepper. Fruity, notably spicy, and not too drying for its age in a relatively supple finish. £230",353.0,87,51.6,1.0
1935,Gavin Smith,"This vintage expression from Tomatin has been matured in a mix of bourbon and port casks, and is being released in batches. The first comprises 2,500 bottles. The soft, fragrant nose offers strawberries, apricots, honey, and caramel, with a final hint of dry port. Fruit and caramel notes carry over from the nose onto the palate before dark chocolate appears, along with a suggestion of smoke. Subtle oak and ginger in the lengthy finish.",250.0,87,46.0,1.0
1936,Gavin Smith,"Tomatin launched the peated Cù Bòcan expression last year, and follows it with a vintage variant, the result of “…a rare and unintentional production of peated whisky at the distillery on 7th June 1989.” Three bourbon casks yielded 1,080 bottles. Ripe apples and aerosol furniture polish, with a vanilla and sweet woodsmoke backdrop on the nose. Full-bodied, with intense, sweet fruit notes on the palate, and a heathery, smoky kick. Smoky spice and nutty flavors in the ultimately drying finish. £200",337.0,87,53.2,1.0
1939,John Hansell,"Finished 2 years in Quady Black Muscat barrels. Deep amber, ruby hues. Richly sweet, with raspberry preserve, pipe tobacco, dark chocolate, prune, honeysuckle, vanilla, and black tea. Dry leather finish cuts through the sweetness. Unique and peculiar. (Loch & K(e)y exclusive)",50.0,87,50.1,
1940,John Hansell,"A blend of bourbon, rye, and peated single malt Scotch whiskies. This is an adaptation of the original release that spent additional time in Hungarian and French oak barrels. The finishing produces a creamier, smoother, more rounded, more mature, and improved version of Campfire, showing notes of honey, vanilla, dark berries, soft mint, and smoke. Distinctive and unique.",60.0,87,46.0,3.0
1953,John Hansell,"Peat smoke indeed, and it dovetails nicely with light toffee, vanilla, anise, charred oak, blackberry, seaweed, kalamata olive, brine, and peppercorn. Well balanced from start to lingering smoke finish, and very exciting. (Exclusive to the U.S.)",130.0,87,46.0,
1954,Dave Broom,"Glenrothes always has a spicy element, but this example ups the ante considerably and, true to the label, it’s fresh-cut ginger root alongside galangal and coriander, a hint of green grass, and even a little bite of jelly babies, alongside black currant leaf. Rothes’ normally languid air is here frothily exuberant, with just sufficient vanilla thickness to offer a brake. Uplifting and good. £107",164.0,87,46.0,
1955,Dave Broom,"Sweet oak and cod liver oil are what greet you, with fleshy, lychee-like fruits
behind. The smoke here is very polite, giving way to fruit jelly cubes and
peaches, to develop alongside crisp apple. The palate is clean with nutty oak, with
the smoke continuing in the background, offering an extra layer of complexity.
Fresh, belying its age, while it has typical tongue-coating oiliness it remains
understated. Caol Ila basking in the summer sun. (U.S. only)",230.0,87,46.0,1.0
1956,Dave Broom,"The nose is sweet (think barley sugar/boiled sweets) with little bits of wheat chaff flying around in the background with dried flower petals and drying cut grass. Opens dramatically with water into almond milk/horchata and flowers. The palate is sweet and lifted with those gentle florals to the fore. Instead of Tormore’s normal nagging rigidity, this flows sweetly over the tongue, leaving fruit leather, stewed rhubarb, and with water, rosewater and fresh wild strawberry. A lovely Tormore! £118",189.0,87,46.0,1.0
1957,Dave Broom,"This is Mortlach in musing mode. An aroma that initially brings to mind a woolen mill, then opens into sweet spice, light syrup, with the sense of the distillery’s weight always present. A rippling kind of muscularity with some rapeseed oil. With water the palate starts lighter and more fruity than you’d expect, then comes rooty weight with, yes, a distinctly gingery slant. Water shows more beeswax/honeycomb. Substantial and spicy. £85",133.0,87,46.0,
1958,Gavin Smith,"Released in Wemyss Malts’ Cask Strength Single Cask Releases range. This expression of Clynelish was aged in a refill hogshead. Initially, big coffee and ginger notes on the nose. Sweet orchard fruits develop in time along with a pinch of table salt. Very sweet and spicy on the palate with icing sugar and soft toffee. Salt, white pepper, and light oak in a long, spicy finish. (274 bottles) £100",144.0,87,54.2,1.0
1962,Davin de Kergommeaux,"After more than 60 years in cask this dignified, old-time Canadian Club flaunts its age with wood and faintly bitter oak tannins. Initially, the nose is closed, then opens into cedar with slightly musty wet paper and just hints of fruit. The fruit is big but undefined on the palate with overtones of brisk Epsom salts, sweet sandalwood, and blistering spices. Teasing hints of varnish, clean wood, and oat flakes linger long into the finish. (Australia only) A$195",150.0,87,40.0,4.0
1967,John Hansell,"Aged in both refill and new bourbon casks. The new bourbon casks are evident, and I think it adds richness, vibrancy, and perceived maturity (which I like) when compared to the previous Summer 2010 release. Very pale in color. Brooding, with licorice root, coal tar, bacon fat, damp peat, bright fruit (citrus and pear), and intriguing botanicals, all on a soothing bed of vanilla malt. Smoky, briny finish. I’m still amazed how this very young whisky can taste so mature. Well done!",63.0,87,46.0,1.0
1968,Dave Broom,"The only Islay distillery not on the coast — and the most westerly on the island — Kilchoman is reviving the tradition of farm distilling, and this limited edition release uses locally grown Optic barley malted at the distillery. Very creamy, with some stewed apple, green banana, and (when diluted) sponge cake mix. The smoke develops on the palate, adding an earthy note. Rich, with some clove and licorice on the finish. Well worth a look.",100.0,87,50.0,1.0
1969,Dave Broom,"Here you have the sweetness of rising bread alongside scallop and wreathes of smoke, all lit by west coast sunshine; the peat isn’t dank, but bright and flaming. The palate is sweetly seductive before the smoke begins to come through, then it sweetens like golden syrup, then the shore comes back, and so it continues. Water ups the impact of each, so be careful, as it can then seem disconnected. Sweet, beachy, smoky. Very Islay.",92.0,87,50.0,1.0
1970,Dave Broom,"This strikes me as being the most overtly smoky of Kilchoman’s recent bottlings, and also the sweetest. Intense and very forward, there’s baked apple, humidor notes, honeydew melon, fresh shellfish. Water brings out a putty-like youthfulness, so take it neat. The palate is amazingly sweet (think golden syrup), then the smoke folds itself over. A good—and well-priced—introduction for newcomers.(World of Whiskies UK Travel Retail only) £45",76.0,87,46.0,1.0
